kind,id,page,system,measure,staff,onset,slot,qstamp,x,y,glyph,staff_top,stem_x,stem_y1,stem_y2,accid,accid_x,dot_x,dot_y,x2,y2,flag
clef,e1nhbuzb,1,0,0,1,-1,-1,,117,1080,E050,540,,,,,,,,,,
keysig,f1ng8c8c,1,0,0,1,-1,-1,,798,540,E262,540,,,,,,,,,,
metersig,i1xgdnjb,1,0,0,1,-1,-1,,1283,720,E084,540,,,,,,,,,,
note,izodm98,1,0,0,1,0,0,0,1845,990,E0A3,540,2062,962,360,,,,,,,
note,k1d0qcvg,1,0,0,1,1,0,2,2895,1080,E0A3,540,3112,1052,450,,,,,,,
clef,j144asoj,1,0,0,2,-1,-1,,117,2520,E062,2340,,,,,,,,,,
keysig,k7gvx74,1,0,0,2,-1,-1,,798,2520,E262,2340,,,,,,,,,,
metersig,n1hk6tqr,1,0,0,2,-1,-1,,1283,2520,E084,2340,,,,,,,,,,
note,n16gprxv,1,0,0,2,0,1,0,1845,2700,E0A2,2340,,,,,,,,,,
note,b37hn12,1,0,1,1,2,0,4,4138,990,E0A3,540,4355,962,360,,,,,,,
note,d1eyoooy,1,0,1,1,3,0,6,5188,1080,E0A3,540,5405,1052,450,,,,,,,
note,gjwwkjn,1,0,1,2,2,1,4,4138,2700,E0A2,2340,,,,,,,,,,
