kind,id,page,system,measure,staff,onset,slot,qstamp,x,y,glyph,staff_top,stem_x,stem_y1,stem_y2,accid,accid_x,dot_x,dot_y,x2,y2,flag
clef,c1qz1v80,1,0,0,1,-1,-1,,117,1080,E050,540,,,,,,,,,,
keysig,dfsyp8o,1,0,0,1,-1,-1,,,,,540,,,,,,,,,,
metersig,edjdsu9,1,0,0,1,-1,-1,,784,720,E084,540,,,,,,,,,,
note,izodm98,1,0,0,1,0,0,0,1346,1440,E0A2,540,,,,,,,,,,
clef,fy88c66,1,0,0,2,-1,-1,,117,2520,E062,2340,,,,,,,,,,
keysig,g8b2cud,1,0,0,2,-1,-1,,,,,2340,,,,,,,,,,
metersig,h17q0103,1,0,0,2,-1,-1,,784,2520,E084,2340,,,,,,,,,,
note,leeh8fz,1,0,0,2,0,1,0,1346,2610,E0A4,2340,1355,2638,3240,,,,,,,
note,n16gprxv,1,0,0,2,1,0,1,2036,2700,E0A3,2340,2045,2725,3300,,,2352,2610,,,
note,b37hn12,1,0,1,1,2,0,4,3569,1440,E0A2,540,,,,,,,,,,
note,ewtw03u,1,0,1,2,2,1,4,3569,2430,E0A2,2340,,,,,,,,,,
