kind,id,page,system,measure,staff,onset,slot,qstamp,x,y,glyph,staff_top,stem_x,stem_y1,stem_y2,accid,accid_x,dot_x,dot_y,x2,y2,flag
clef,ulsaas6,1,0,0,1,-1,-1,,117,1080,E050,540,,,,,,,,,,
keysig,v1kcs7nl,1,0,0,1,-1,-1,,798,540,E262,540,,,,,,,,,,
metersig,ywckst6,1,0,0,1,-1,-1,,1283,720,E084,540,,,,,,,,,,
note,izodm98,1,0,0,1,0,0,0,1845,1260,E0A2,540,,,,,,,,,,
clef,z1niucqq,1,0,0,2,-1,-1,,117,2520,E062,2340,,,,,,,,,,
keysig,astmtea,1,0,0,2,-1,-1,,798,2520,E262,2340,,,,,,,,,,
metersig,dfwvuct,1,0,0,2,-1,-1,,1283,2520,E084,2340,,,,,,,,,,
note,leeh8fz,1,0,0,2,0,1,0,1845,2700,E0A2,2340,,,,,,,,,,
note,zfx25hn,1,0,1,1,1,0,4,3628,1080,E0A2,540,,,,,,,,,,
note,c1kyp1ws,1,0,1,2,1,1,4,3628,2700,E0A2,2340,,,,,,,,,,
